NMR signal (mV),time (s)
0.236378,0.0
0.246508,0.00075
0.229534,0.0015
0.243907,0.00225
0.219405,0.003
0.212286,0.00375
0.23501,0.0045
0.225291,0.00525
0.247055,0.006
0.230492,0.00675
0.207222,0.0075
0.204347,0.00825
0.212834,0.009
0.221321,0.00975
0.220637,0.0105
0.234325,0.01125
0.238158,0.012
0.212286,0.01275
0.214203,0.0135
0.2064,0.01425
0.249246,0.015
0.239801,0.01575
0.216804,0.0165
0.211739,0.01725
0.208454,0.018
0.19983,0.01875
0.237884,0.0195
0.26266,0.02025
0.239801,0.021
0.220637,0.02175
0.221321,0.0225
0.204073,0.02325
0.200377,0.024
0.256638,0.02475
0.222964,0.0255
0.240074,0.02625
0.189837,0.027
0.235694,0.02775
0.245276,0.0285
0.218583,0.02925
0.2064,0.03
0.247192,0.03075
0.244044,0.0315
0.228987,0.03225
0.24596,0.033
0.241443,0.03375
0.225291,0.0345
0.224606,0.03525
0.217762,0.036
0.216256,0.03675
0.244728,0.0375
0.23761,0.03825
0.223237,0.039
0.230082,0.03975
0.229123,0.0405
0.226523,0.04125
0.223648,0.042
0.240211,0.04275
0.2038,0.0435
0.219952,0.04425
0.221868,0.045
0.231861,0.04575
0.239253,0.0465
0.222553,0.04725
0.21037,0.048
0.220226,0.04875
0.210096,0.0495
0.233641,0.05025
0.220773,0.051
0.241169,0.05175
0.204621,0.0525
0.232409,0.05325
0.198598,0.054
0.233093,0.05475
0.211876,0.0555
0.219815,0.05625
0.20421,0.057
0.236378,0.05775
0.22885,0.0585
0.187373,0.05925
0.246371,0.06
0.218994,0.06075
0.226112,0.0615
0.22269,0.06225
0.244865,0.063
0.217488,0.06375
0.214203,0.0645
0.235968,0.06525
0.211465,0.066
0.204621,0.06675
0.226112,0.0675
0.22885,0.06825
0.233914,0.069
0.238432,0.06975
0.213108,0.0705
0.219678,0.07125
0.243086,0.072
0.236105,0.07275
0.223648,0.0735
0.228987,0.07425
0.235831,0.075
0.217899,0.07575
0.244044,0.0765
0.214614,0.07725
0.238979,0.078
0.196955,0.07875
0.228439,0.0795
0.20024,0.08025
0.226249,0.081
0.226796,0.08175
0.228165,0.0825
0.209959,0.08325
0.207222,0.084
0.201609,0.08475
0.233914,0.0855
0.213929,0.08625
0.218446,0.087
0.213655,0.08775
0.230219,0.0885
0.223785,0.08925
0.214477,0.09
0.213108,0.09075
0.189153,0.0915
0.205168,0.09225
0.2205,0.093
0.234188,0.09375
0.217762,0.0945
0.221047,0.09525
0.233778,0.096
0.185867,0.09675
0.23501,0.0975
0.204073,0.09825
0.234599,0.099
0.226796,0.09975
0.226249,0.1005
0.216256,0.10125
0.188331,0.102
0.219405,0.10275
0.241991,0.1035
0.185457,0.10425
0.192164,0.105
0.205716,0.10575
0.217077,0.1065
0.203115,0.10725
0.209823,0.108
0.213518,0.10875
0.233914,0.1095
0.190522,0.11025
0.212423,0.111
0.219541,0.11175
0.2064,0.1125
0.207495,0.11325
0.220226,0.114
0.204621,0.11475
0.208591,0.1155
0.206811,0.11625
0.186689,0.117
0.202157,0.11775
0.213245,0.1185
0.219541,0.11925
0.225428,0.12
0.204347,0.12075
0.180666,0.1215
0.193122,0.12225
0.246919,0.123
0.234873,0.12375
0.190111,0.1245
0.2539,0.12525
0.198735,0.126
0.205305,0.12675
0.221868,0.1275
0.224059,0.12825
0.197092,0.129
0.227344,0.12975
0.191343,0.1305
0.22885,0.13125
0.226523,0.132
0.192301,0.13275
0.206811,0.1335
0.201746,0.13425
0.195586,0.135
0.226796,0.13575
0.215298,0.1365
0.220226,0.13725
0.192986,0.138
0.253215,0.13875
0.20421,0.1395
0.208043,0.14025
0.215709,0.141
0.229397,0.14175
0.194081,0.1425
0.190932,0.14325
0.200377,0.144
0.217625,0.14475
0.190522,0.1455
0.209549,0.14625
0.221184,0.147
0.213929,0.14775
0.215982,0.1485
0.229671,0.14925
0.200788,0.15
0.205305,0.15075
0.227618,0.1515
0.205305,0.15225
0.221184,0.153
0.233367,0.15375
0.212286,0.1545
0.196818,0.15525
0.217762,0.156
0.226112,0.15675
0.229397,0.1575
0.236789,0.15825
0.219405,0.159
0.172316,0.15975
0.220089,0.1605
0.223237,0.16125
0.20421,0.162
0.217214,0.16275
0.227618,0.1635
0.204073,0.16425
0.235146,0.165
0.203526,0.16575
0.23104,0.1665
0.194628,0.16725
0.202431,0.168
0.212423,0.16875
0.202841,0.1695
0.198872,0.17025
0.227207,0.171
0.234462,0.17175
0.22885,0.1725
0.194491,0.17325
0.204484,0.174
0.221595,0.17475
0.21434,0.1755
0.21256,0.17625
0.21037,0.177
0.177928,0.17775
0.206263,0.1785
0.207359,0.17925
0.218583,0.18
0.199009,0.18075
0.19189,0.1815
0.225017,0.18225
0.2205,0.183
0.191069,0.18375
0.178065,0.1845
