NMR signal (mV),time (s)
0.322753,0.0
0.264988,0.00075
0.268683,0.0015
0.253352,0.00225
0.252668,0.003
0.278265,0.00375
0.235557,0.0045
0.300441,0.00525
0.226933,0.006
0.284288,0.00675
0.264303,0.0075
0.26444,0.00825
0.278813,0.009
0.271011,0.00975
0.232682,0.0105
0.260881,0.01125
0.254447,0.012
0.254721,0.01275
0.263345,0.0135
0.278539,0.01425
0.262113,0.015
0.284973,0.01575
0.243907,0.0165
0.222827,0.01725
0.236515,0.018
0.282372,0.01875
0.296198,0.0195
0.28949,0.02025
0.267315,0.021
0.253489,0.02175
0.261839,0.0225
0.247603,0.02325
0.229945,0.024
0.257869,0.02475
0.226523,0.0255
0.21653,0.02625
0.278402,0.027
0.272927,0.02775
0.261292,0.0285
0.265535,0.02925
0.26266,0.03
0.239527,0.03075
0.250615,0.0315
0.263619,0.03225
0.271695,0.033
0.247603,0.03375
0.251299,0.0345
0.232546,0.03525
0.242128,0.036
0.241033,0.03675
0.278676,0.0375
0.231998,0.03825
0.257869,0.039
0.253763,0.03975
0.250615,0.0405
0.26882,0.04125
0.213518,0.042
0.236652,0.04275
0.280866,0.0435
0.241991,0.04425
0.226523,0.045
0.267041,0.04575
0.228987,0.0465
0.251983,0.04725
0.264303,0.048
0.257596,0.04875
0.276486,0.0495
0.26006,0.05025
0.206263,0.051
0.242675,0.05175
0.260333,0.0525
0.255406,0.05325
0.273748,0.054
0.244592,0.05475
0.273885,0.0555
0.256774,0.05625
0.231724,0.057
0.24336,0.05775
0.258006,0.0585
0.251162,0.05925
0.283193,0.06
0.273748,0.06075
0.246371,0.0615
0.24993,0.06225
0.247055,0.063
0.233641,0.06375
0.260881,0.0645
0.273611,0.06525
0.277581,0.066
0.225564,0.06675
0.253078,0.0675
0.235557,0.06825
0.234325,0.069
0.230903,0.06975
0.274843,0.0705
0.229671,0.07125
0.261839,0.072
0.247192,0.07275
0.231724,0.0735
0.22707,0.07425
0.246782,0.075
0.229808,0.07575
0.259786,0.0765
0.259375,0.07725
0.240074,0.078
0.23104,0.07875
0.245139,0.0795
0.251436,0.08025
0.226112,0.081
0.221732,0.08175
0.265261,0.0825
0.255953,0.08325
0.245002,0.084
0.255542,0.08475
0.244728,0.0855
0.238569,0.08625
0.243223,0.087
0.261565,0.08775
0.233641,0.0885
0.232682,0.08925
0.23145,0.09
0.276349,0.09075
0.230903,0.0915
0.254995,0.09225
0.24774,0.093
0.241169,0.09375
0.22707,0.0945
0.235968,0.09525
0.277444,0.096
0.220637,0.09675
0.220637,0.0975
0.24158,0.09825
0.2205,0.099
0.237884,0.09975
0.273201,0.1005
0.258691,0.10125
0.242264,0.102
0.249109,0.10275
0.248698,0.1035
0.26225,0.10425
0.229945,0.105
0.233504,0.10575
0.254037,0.1065
0.267588,0.10725
0.229123,0.108
0.263071,0.10875
0.267725,0.1095
0.252394,0.11025
0.228576,0.111
0.259649,0.11175
0.210644,0.1125
0.236378,0.11325
0.214203,0.114
0.238158,0.11475
0.240759,0.1155
0.207222,0.11625
0.222142,0.117
0.234873,0.11775
0.253352,0.1185
0.217625,0.11925
0.250751,0.12
0.264166,0.12075
0.216393,0.1215
0.238979,0.12225
0.219131,0.123
0.233641,0.12375
0.260607,0.1245
0.26882,0.12525
0.251025,0.126
0.23104,0.12675
0.238705,0.1275
0.241717,0.12825
0.215709,0.129
0.224059,0.12975
0.269642,0.1305
0.267315,0.13125
0.239116,0.132
0.222142,0.13275
0.267588,0.1335
0.271832,0.13425
0.242538,0.135
0.22091,0.13575
0.258143,0.1365
0.2372,0.13725
0.221458,0.138
0.219815,0.13875
0.22926,0.1395
0.252668,0.14025
0.25212,0.141
0.261976,0.14175
0.251846,0.1425
0.244728,0.14325
0.250067,0.144
0.23939,0.14475
0.229397,0.1455
0.230082,0.14625
0.246919,0.147
0.246097,0.14775
0.221868,0.1485
0.263345,0.14925
0.249519,0.15
0.232546,0.15075
0.232682,0.1515
0.226112,0.15225
0.24993,0.153
0.215982,0.15375
0.21434,0.1545
0.215572,0.15525
0.265672,0.156
0.216941,0.15675
0.226796,0.1575
0.249246,0.15825
0.245824,0.159
0.236378,0.15975
0.239664,0.1605
0.244181,0.16125
0.208454,0.162
0.246097,0.16275
0.263345,0.1635
0.231724,0.16425
0.238569,0.165
0.241169,0.16575
0.251299,0.1665
0.207085,0.16725
0.230082,0.168
0.259375,0.16875
0.247192,0.1695
0.238432,0.17025
0.205442,0.171
0.252257,0.17175
0.217762,0.1725
0.208864,0.17325
0.266356,0.174
0.219678,0.17475
0.215709,0.1755
0.215845,0.17625
0.19764,0.177
0.248835,0.17775
0.205716,0.1785
0.22488,0.17925
0.252531,0.18
0.212286,0.18075
0.208591,0.1815
0.207359,0.18225
0.243086,0.183
0.209138,0.18375
0.224606,0.1845
0.219405,0.18525
0.265124,0.186
0.225291,0.18675
0.252805,0.1875
0.254174,0.18825
0.235283,0.189
0.217351,0.18975
0.242538,0.1905
0.246371,0.19125
0.225564,0.192
0.212013,0.19275
0.225701,0.1935
0.23501,0.19425
0.221458,0.195
0.241306,0.19575
0.244044,0.1965
0.216667,0.19725
0.215709,0.198
0.216256,0.19875
0.255132,0.1995
0.24774,0.20025
0.221868,0.201
0.238705,0.20175
0.238979,0.2025
0.24993,0.20325
0.247055,0.204
0.2231,0.20475
0.223785,0.2055
0.217625,0.20625
0.22885,0.207
0.201883,0.20775
0.245002,0.2085
0.22707,0.20925
0.257048,0.21
0.230219,0.21075
0.226386,0.2115
0.202568,0.21225
0.234599,0.213
0.214203,0.21375
0.216941,0.2145
0.239801,0.21525
0.225838,0.216
0.237337,0.21675
0.189837,0.2175
0.231724,0.21825
0.229671,0.219
0.194354,0.21975
0.246782,0.2205
0.242538,0.22125
0.216667,0.222
0.241991,0.22275
0.236926,0.2235
0.243907,0.22425
0.236105,0.225
0.233504,0.22575
0.222827,0.2265
0.23323,0.22725
0.235831,0.228
0.229671,0.22875
0.242812,0.2295
0.253626,0.23025
0.241169,0.231
0.262524,0.23175
0.227755,0.2325
0.236378,0.23325
0.231314,0.234
0.256774,0.23475
0.215298,0.2355
0.245002,0.23625
0.215845,0.237
0.227891,0.23775
0.232272,0.2385
0.202568,0.23925
0.223785,0.24
0.223922,0.24075
0.203115,0.2415
0.199556,0.24225
0.253352,0.243
0.200925,0.24375
0.184362,0.2445
0.23761,0.24525
0.204347,0.246
0.203526,0.24675
0.238295,0.2475
0.213245,0.24825
0.223511,0.249
0.231861,0.24975
0.218309,0.2505
0.220226,0.25125
0.223237,0.252
0.236926,0.25275
0.229671,0.2535
0.234188,0.25425
0.23939,0.255
0.233914,0.25575
0.236515,0.2565
0.212423,0.25725
0.205032,0.258
0.211876,0.25875
0.215709,0.2595
0.209823,0.26025
0.201199,0.261
0.220089,0.26175
0.220089,0.2625
0.205305,0.26325
0.224196,0.264
0.206263,0.26475
0.219405,0.2655
0.242128,0.26625
0.234736,0.267
0.250615,0.26775
