NMR signal (mV),time (s)
0.042685,0.0
0.060527,0.00075
0.037346,0.0015
0.066503,0.00225
0.041863,0.003
0.046791,0.00375
1.306553,0.0045
1.306553,0.00525
1.306553,0.006
0.91369,0.00675
0.979669,0.0075
0.093517,0.00825
0.177107,0.009
0.157806,0.00975
0.560798,0.0105
0.143843,0.01125
0.088405,0.012
0.045286,0.01275
0.062396,0.0135
0.048344,0.01425
0.070062,0.015
0.047613,0.01575
0.042,0.0165
0.039673,0.01725
0.056647,0.018
0.169031,0.01875
0.038715,0.0195
0.164239,0.02025
1.046606,0.021
0.109259,0.02175
1.244954,0.0225
1.306553,0.02325
0.542592,0.024
0.155889,0.02475
0.93605,0.0255
0.050898,0.02625
0.049803,0.027
0.04816,0.02775
0.04994,0.0285
1.306553,0.02925
0.055689,0.03
0.215435,0.03075
0.113044,0.0315
0.053909,0.03225
0.043553,0.033
0.051493,0.03375
0.045286,0.0345
0.043369,0.03525
0.046107,0.036
0.053636,0.03675
0.059932,0.0375
0.036936,0.03825
0.046244,0.039
0.043506,0.03975
0.062944,0.0405
0.05035,0.04125
0.042411,0.042
0.047339,0.04275
0.061164,0.0435
0.046381,0.04425
0.052404,0.045
0.077591,0.04575
0.049118,0.0465
0.35369,0.04725
0.193991,0.048
0.214066,0.04875
0.618611,0.0495
0.282098,0.05025
0.206263,0.051
1.306553,0.05175
0.93605,0.0525
0.044738,0.05325
0.052951,0.054
0.081013,0.05475
0.231314,0.0555
0.047065,0.05625
0.211739,0.057
0.074305,0.05775
0.049666,0.0585
0.033013,0.05925
0.038578,0.06
0.042274,0.06075
0.051035,0.0615
0.048982,0.06225
0.048845,0.063
0.048434,0.06375
0.044464,0.0645
0.051035,0.06525
0.05213,0.066
0.055278,0.06675
0.261292,0.0675
0.042274,0.06825
0.048845,0.069
0.042137,0.06975
0.085167,0.0705
0.128238,0.07125
0.072389,0.072
0.945174,0.07275
0.059111,0.0735
0.812668,0.07425
0.362587,0.075
0.084208,0.07575
0.055415,0.0765
0.04597,0.07725
0.060938,0.078
0.095933,0.07875
0.11674,0.0795
0.130839,0.08025
0.047523,0.081
0.059843,0.08175
0.039263,0.0825
0.040084,0.08325
0.046791,0.084
0.038168,0.08475
0.051445,0.0855
0.134809,0.08625
0.068146,0.087
0.146581,0.08775
0.190795,0.0885
0.034882,0.08925
0.644025,0.09
1.306553,0.09075
1.306553,0.0915
0.046244,0.09225
0.218994,0.093
1.306553,0.09375
0.31226,0.0945
0.319605,0.09525
0.148956,0.096
0.081197,0.09675
0.383941,0.0975
0.03315,0.09825
0.04816,0.099
0.048708,0.09975
0.077591,0.1005
0.046791,0.10125
0.048708,0.102
0.050898,0.10275
0.059111,0.1035
0.065134,0.10425
0.051719,0.105
0.048297,0.10575
0.048845,0.1065
0.050761,0.10725
0.047112,0.108
0.040768,0.10875
0.061164,0.1095
0.047476,0.11025
0.071204,0.111
0.045149,0.11175
0.043369,0.1125
0.041863,0.11325
0.043917,0.114
0.065545,0.11475
0.499884,0.1155
0.201062,0.11625
0.111723,0.117
0.03543,0.11775
0.058974,0.1185
1.306553,0.11925
1.306553,0.12
0.051719,0.12075
0.048571,0.1215
0.043506,0.12225
0.317278,0.123
0.041727,0.12375
0.040495,0.1245
0.126048,0.12525
0.032145,0.126
0.04378,0.12675
0.123174,0.1275
0.046518,0.12825
0.043643,0.129
0.039536,0.12975
0.05651,0.1305
0.117198,0.13125
0.082245,0.132
0.049803,0.13275
0.04597,0.1335
0.04378,0.13425
0.136362,0.135
0.09826,0.13575
0.042274,0.1365
0.04816,0.13725
0.046154,0.138
0.056784,0.13875
0.05432,0.1395
0.125364,0.14025
0.630473,0.141
0.640513,0.14175
0.235878,0.1425
0.443897,0.14325
0.249519,0.144
0.041453,0.14475
0.087583,0.1455
0.425418,0.14625
0.386816,0.147
0.070473,0.14775
0.059248,0.1485
0.057468,0.14925
0.035477,0.15
0.033924,0.15075
0.043827,0.1515
0.046381,0.15225
0.069241,0.153
0.04159,0.15375
0.070062,0.1545
0.068009,0.15525
0.05035,0.156
0.463198,0.15675
0.273748,0.1575
0.053683,0.15825
1.306553,0.159
1.306553,0.15975
1.168298,0.1605
0.581057,0.16125
0.056784,0.162
0.042274,0.16275
0.044601,0.1635
0.149182,0.16425
0.049803,0.165
0.042137,0.16575
0.053362,0.1665
0.488522,0.16725
0.056373,0.168
0.266767,0.16875
0.044327,0.1695
0.035704,0.17025
0.076222,0.171
0.053362,0.17175
0.041863,0.1725
0.048845,0.17325
0.075264,0.174
0.041042,0.17475
0.140558,0.1755
0.062944,0.17625
0.047339,0.177
0.053272,0.17775
0.044054,0.1785
0.051993,0.17925
0.049118,0.18
0.045333,0.18075
0.05651,0.1815
0.034609,0.18225
0.041089,0.183
0.04159,0.18375
0.504311,0.1845
0.047476,0.18525
0.052404,0.186
0.054594,0.18675
1.306553,0.1875
1.306553,0.18825
0.93605,0.189
0.046518,0.18975
0.082655,0.1905
0.522881,0.19125
0.078686,0.192
0.046518,0.19275
0.059248,0.1935
0.054731,0.19425
0.050624,0.195
0.054046,0.19575
0.045423,0.1965
0.03762,0.19725
0.044191,0.198
0.083751,0.19875
0.042274,0.1995
0.040495,0.20025
0.039947,0.201
0.052814,0.20175
0.047065,0.2025
0.037346,0.20325
0.048434,0.204
0.034609,0.20475
0.07102,0.2055
0.038304,0.20625
0.050214,0.207
0.038441,0.20775
0.040084,0.2085
0.130018,0.20925
0.93605,0.21
0.594883,0.21075
1.306553,0.2115
0.93605,0.21225
0.193854,0.213
0.212607,0.21375
0.051582,0.2145
0.890146,0.21525
0.523291,0.216
0.14138,0.21675
0.114824,0.2175
0.064086,0.21825
0.043095,0.219
0.046976,0.21975
0.091874,0.2205
0.044238,0.22125
0.040631,0.222
0.029407,0.22275
0.168346,0.2235
0.118109,0.22425
0.127965,0.225
0.142748,0.22575
0.040495,0.2265
0.93605,0.22725
0.835254,0.228
1.306553,0.22875
1.306553,0.2295
0.93605,0.23025
0.048571,0.231
0.042411,0.23175
0.040221,0.2325
0.045012,0.23325
0.038441,0.234
0.360444,0.23475
0.055552,0.2355
0.036114,0.23625
0.063355,0.237
0.048845,0.23775
0.056373,0.2385
0.041179,0.23925
0.050214,0.24
0.051719,0.24075
0.044191,0.2415
0.041363,0.24225
0.045012,0.243
0.04159,0.24375
0.044375,0.2445
0.068693,0.24525
0.080465,0.246
0.100861,0.24675
0.055826,0.2475
0.045423,0.24825
0.03931,0.249
0.059932,0.24975
0.048023,0.2505
0.047886,0.25125
0.323712,0.252
0.140695,0.25275
0.127007,0.2535
0.177107,0.25425
0.088452,0.255
0.045833,0.25575
0.103325,0.2565
0.875683,0.25725
0.051445,0.258
0.043643,0.25875
0.051993,0.2595
0.180118,0.26025
0.053773,0.261
0.032281,0.26175
0.042959,0.2625
0.036799,0.26325
0.04994,0.264
0.046654,0.26475
0.107842,0.2655
0.043095,0.26625
0.042274,0.267
0.05035,0.26775
0.045423,0.2685
0.114413,0.26925
0.061712,0.27
0.045149,0.27075
0.041453,0.2715
0.046518,0.27225
0.051719,0.273
0.057195,0.27375
0.039947,0.2745
0.048982,0.27525
0.049666,0.276
0.039673,0.27675
1.263434,0.2775
0.059111,0.27825
0.051856,0.279
0.546062,0.27975
0.123858,0.2805
0.049303,0.28125
0.115508,0.282
0.303726,0.28275
0.067645,0.2835
0.0895,0.28425
0.048297,0.285
0.05213,0.28575
0.057468,0.2865
0.057332,0.28725
0.044191,0.288
0.045833,0.28875
0.038852,0.2895
0.050761,0.29025
0.082519,0.291
0.062259,0.29175
0.051445,0.2925
0.135904,0.29325
0.064634,0.294
0.312213,0.29475
1.288894,0.2955
1.306553,0.29625
0.042274,0.297
1.306553,0.29775
0.051856,0.2985
1.069056,0.29925
0.93605,0.3
0.100177,0.30075
0.295376,0.3015
0.08156,0.30225
0.04378,0.303
0.048708,0.30375
0.135267,0.3045
0.046928,0.30525
0.044875,0.306
0.056647,0.30675
0.044875,0.3075
0.047886,0.30825
0.051903,0.309
0.043369,0.30975
0.040221,0.3105
0.045286,0.31125
0.049392,0.312
0.048982,0.31275
0.073073,0.3135
0.077454,0.31425
0.047339,0.315
0.060206,0.31575
0.058016,0.3165
0.058837,0.31725
0.400004,0.318
0.090732,0.31875
0.365325,0.3195
0.168941,0.32025
0.047886,0.321
0.075264,0.32175
0.047202,0.3225
1.306553,0.32325
0.332246,0.324
0.08772,0.32475
0.047476,0.3255
0.049666,0.32625
0.106474,0.327
0.061849,0.32775
0.050077,0.3285
0.044875,0.32925
0.041042,0.33
0.039947,0.33075
0.071067,0.3315
0.09388,0.33225
0.054594,0.333
0.036936,0.33375
0.045012,0.3345
0.046107,0.33525
0.158401,0.336
0.046791,0.33675
0.061027,0.3375
0.047339,0.33825
0.043095,0.339
0.042959,0.33975
0.050898,0.3405
0.042822,0.34125
0.071341,0.342
0.038304,0.34275
0.051172,0.3435
0.215982,0.34425
0.93605,0.345
0.04328,0.34575
0.680436,0.3465
0.568053,0.34725
0.064997,0.348
0.056921,0.34875
0.328229,0.3495
0.67455,0.35025
0.061438,0.351
0.105379,0.35175
0.101135,0.3525
0.046565,0.35325
0.040953,0.354
0.046928,0.35475
0.036709,0.3555
0.051172,0.35625
0.07061,0.357
0.087446,0.35775
0.076085,0.3585
0.141243,0.35925
0.211739,0.36
0.52247,0.36075
1.306553,0.3615
0.994316,0.36225
0.036114,0.363
0.038304,0.36375
0.03543,0.3645
0.042822,0.36525
0.035019,0.366
0.052814,0.36675
0.042822,0.3675
0.055552,0.36825
0.036572,0.369
0.08115,0.36975
0.095112,0.3705
0.051856,0.37125
0.038489,0.372
0.062123,0.37275
0.052814,0.3735
0.04159,0.37425
0.045696,0.375
0.051856,0.37575
0.089547,0.3765
0.056921,0.37725
0.051856,0.378
0.04775,0.37875
0.060343,0.3795
0.054046,0.38025
0.045286,0.381
0.049392,0.38175
0.049255,0.3825
0.04547,0.38325
0.049529,0.384
0.047476,0.38475
0.040631,0.3855
0.050214,0.38625
0.695768,0.387
0.071157,0.38775
0.05204,0.3885
0.169762,0.38925
0.046791,0.39
0.070746,0.39075
1.306553,0.3915
0.93605,0.39225
0.049118,0.393
0.120025,0.39375
0.075674,0.3945
0.063218,0.39525
0.04159,0.396
0.057379,0.39675
0.041453,0.3975
0.042,0.39825
0.052541,0.399
0.053362,0.39975
0.037894,0.4005
0.057058,0.40125
0.053225,0.402
0.038441,0.40275
0.053088,0.4035
0.050487,0.40425
0.063765,0.405
0.04369,0.40575
0.056236,0.4065
0.055552,0.40725
0.042822,0.408
0.038441,0.40875
0.049803,0.4095
0.040905,0.41025
0.047613,0.411
1.306553,0.41175
0.321385,0.4125
0.217125,0.41325
1.306553,0.414
1.306553,0.41475
0.051035,0.4155
0.047613,0.41625
0.053362,0.417
0.567553,0.41775
0.049118,0.4185
0.060891,0.41925
0.068967,0.42
0.047886,0.42075
0.044648,0.4215
0.041042,0.42225
0.044738,0.423
0.050945,0.42375
0.05432,0.4245
0.068419,0.42525
0.045833,0.426
0.148087,0.42675
0.085804,0.4275
0.046154,0.42825
0.404337,0.429
0.538759,0.42975
0.93605,0.4305
0.040816,0.43125
1.306553,0.432
0.049392,0.43275
0.05651,0.4335
0.046381,0.43425
0.047613,0.435
0.042274,0.43575
0.04597,0.4365
0.045286,0.43725
0.10442,0.438
0.131387,0.43875
0.060617,0.4395
