NMR signal (mV),time (s)
0.228713,0.0
0.231587,0.00075
0.183861,0.0015
0.176012,0.00225
0.204347,0.003
0.200651,0.00375
0.183404,0.0045
0.190522,0.00525
0.181487,0.006
0.199556,0.00675
0.190248,0.0075
0.177654,0.00825
0.193807,0.009
0.207906,0.00975
0.175327,0.0105
0.167525,0.01125
0.186415,0.012
0.191069,0.01275
0.171221,0.0135
0.184909,0.01425
0.184909,0.015
0.177928,0.01575
0.167525,0.0165
0.194491,0.01725
0.192164,0.018
0.179434,0.01875
0.194491,0.0195
0.192438,0.02025
0.188195,0.021
0.183404,0.02175
0.175738,0.0225
0.180392,0.02325
0.182445,0.024
0.177791,0.02475
0.189427,0.0255
0.183951,0.02625
0.190795,0.027
0.181898,0.02775
0.19189,0.0285
0.177381,0.02925
0.173274,0.03
0.173137,0.03075
0.199282,0.0315
0.189563,0.03225
0.18313,0.033
0.168757,0.03375
0.182993,0.0345
0.190248,0.03525
0.170399,0.036
0.177791,0.03675
0.191069,0.0375
0.169031,0.03825
0.180529,0.039
0.178065,0.03975
0.174917,0.0405
0.177791,0.04125
0.174506,0.042
0.199282,0.04275
0.177791,0.0435
0.186963,0.04425
0.180529,0.045
0.173822,0.04575
0.186415,0.0465
0.165198,0.04725
0.169031,0.048
0.193396,0.04875
0.176149,0.0495
0.167525,0.05025
0.188468,0.051
0.18929,0.05175
0.180666,0.0525
0.173685,0.05325
0.194765,0.054
0.169989,0.05475
0.174506,0.0555
0.165061,0.05625
0.177928,0.057
0.174095,0.05775
0.192301,0.0585
0.161912,0.05925
0.18929,0.06
0.171768,0.06075
0.175601,0.0615
0.181213,0.06225
0.187099,0.063
0.173822,0.06375
0.167525,0.0645
0.18094,0.06525
0.175327,0.066
0.158901,0.06675
0.160954,0.0675
0.170262,0.06825
0.180255,0.069
0.16684,0.06975
0.173411,0.0705
0.188058,0.07125
0.171768,0.072
0.173685,0.07275
0.181076,0.0735
0.185731,0.07425
0.175738,0.075
0.163555,0.07575
0.178339,0.0765
0.18929,0.07725
0.171084,0.078
0.164697,0.07875
0.172453,0.0795
0.171905,0.08025
0.180803,0.081
0.194765,0.08175
0.173137,0.0825
0.18354,0.08325
0.171631,0.084
0.18313,0.08475
0.176149,0.0855
0.180392,0.08625
0.1897,0.087
0.187784,0.08775
0.166977,0.0885
0.173137,0.08925
0.19764,0.09
0.178202,0.09075
0.169304,0.0915
0.15808,0.09225
0.177107,0.093
0.174232,0.09375
0.171768,0.0945
0.169031,0.09525
0.190795,0.096
0.160954,0.09675
0.165198,0.0975
0.18135,0.09825
0.179434,0.099
0.155342,0.09975
0.158764,0.1005
0.174369,0.10125
0.182856,0.102
0.173274,0.10275
0.170262,0.1035
0.170947,0.10425
0.174369,0.105
0.170262,0.10575
0.173137,0.1065
0.171768,0.10725
0.182308,0.108
0.156163,0.10875
0.154931,0.1095
0.188195,0.11025
0.170126,0.111
0.169304,0.11175
0.169167,0.1125
0.185594,0.11325
0.17519,0.114
0.174095,0.11475
0.18354,0.1155
0.171631,0.11625
0.168894,0.117
0.159722,0.11775
0.169304,0.1185
0.181213,0.11925
0.168757,0.12
0.169441,0.12075
0.171494,0.1215
0.177244,0.12225
