NMR signal (mV),time (s)
0.137273,0.0
0.130702,0.00075
0.120162,0.0015
0.106884,0.00225
0.11852,0.003
0.120436,0.00375
0.10004,0.0045
0.104147,0.00525
0.109259,0.006
0.127143,0.00675
0.10182,0.0075
0.101409,0.00825
0.113044,0.009
0.120984,0.00975
0.1062,0.0105
0.102367,0.01125
0.1062,0.012
0.09826,0.01275
0.09566,0.0135
0.12947,0.01425
0.122079,0.015
0.114139,0.01575
0.097165,0.0165
0.12071,0.01725
0.117014,0.018
0.123311,0.01875
0.114139,0.0195
0.132345,0.02025
0.123174,0.021
0.096755,0.02175
0.107021,0.0225
0.11852,0.02325
0.106611,0.024
0.123174,0.02475
0.110991,0.0255
0.105515,0.02625
0.110443,0.027
0.100314,0.02775
0.124406,0.0285
0.127554,0.02925
0.117698,0.03
0.121257,0.03075
0.125775,0.0315
0.110991,0.03225
0.095386,0.033
0.119615,0.03375
0.12687,0.0345
0.084709,0.03525
0.106611,0.036
0.129881,0.03675
0.105242,0.0375
0.112223,0.03825
0.120984,0.039
0.109485,0.03975
0.107842,0.0405
0.114687,0.04125
0.124816,0.042
0.13563,0.04275
0.106884,0.0435
0.098397,0.04425
0.120847,0.045
0.126185,0.04575
0.106337,0.0465
0.096254,0.04725
0.126322,0.048
0.119888,0.04875
0.111265,0.0495
0.107979,0.05025
0.109211,0.051
0.101135,0.05175
0.11017,0.0525
0.117425,0.05325
0.124816,0.054
0.097439,0.05475
0.092374,0.0555
0.117835,0.05625
0.127965,0.057
0.108527,0.05775
0.10182,0.0585
0.118109,0.05925
0.110033,0.06
0.095249,0.06075
0.114961,0.0615
0.105242,0.06225
0.104283,0.063
0.10182,0.06375
0.112907,0.0645
0.112223,0.06525
0.110991,0.066
0.104831,0.06675
0.105105,0.0675
0.118109,0.06825
0.104694,0.069
0.117835,0.06975
0.119067,0.0705
0.0895,0.07125
0.103462,0.072
0.1229,0.07275
0.117698,0.0735
0.105105,0.07425
0.115645,0.075
0.11893,0.07575
0.123174,0.0765
0.120299,0.07725
0.112223,0.078
0.109211,0.07875
0.121257,0.0795
0.113729,0.08025
0.11277,0.081
0.11455,0.08175
0.097165,0.0825
0.105105,0.08325
0.115371,0.084
0.116466,0.08475
0.117151,0.0855
0.122763,0.08625
0.117151,0.087
0.11058,0.08775
0.104283,0.0885
0.104283,0.08925
0.122489,0.09
0.094017,0.09075
0.087446,0.0915
0.11277,0.09225
0.105789,0.093
0.122626,0.09375
0.086899,0.0945
0.105515,0.09525
0.106474,0.096
0.094975,0.09675
0.117288,0.0975
0.111402,0.09825
0.103873,0.099
0.111402,0.09975
0.115645,0.1005
0.120436,0.10125
0.111949,0.102
0.088999,0.10275
0.117288,0.1035
0.097165,0.10425
0.101683,0.105
0.094838,0.10575
0.107295,0.1065
0.119067,0.10725
0.114687,0.108
0.094154,0.10875
0.125775,0.1095
0.107295,0.11025
0.103599,0.111
0.117014,0.11175
0.120025,0.1125
0.112086,0.11325
0.11017,0.114
0.102915,0.11475
0.111538,0.1155
0.100314,0.11625
0.124132,0.117
0.127828,0.11775
0.111949,0.1185
0.08772,0.11925
0.120984,0.12
0.118246,0.12075
0.120847,0.1215
0.101546,0.12225
0.109348,0.123
0.08991,0.12375
0.102367,0.1245
0.11277,0.12525
0.111128,0.126
0.105379,0.12675
0.107158,0.1275
0.100177,0.12825
0.104557,0.129
0.098671,0.12975
0.105105,0.1305
0.104831,0.13125
0.105515,0.132
0.104968,0.13275
0.096892,0.1335
0.099219,0.13425
0.121257,0.135
0.093059,0.13575
0.099766,0.1365
0.113729,0.13725
0.110991,0.138
0.101272,0.13875
0.123584,0.1395
0.104557,0.14025
0.095112,0.141
0.107706,0.14175
0.107569,0.1425
0.108527,0.14325
0.088131,0.144
0.110306,0.14475
0.119478,0.1455
0.082382,0.14625
0.105379,0.147
0.110717,0.14775
0.093743,0.1485
0.096207,0.14925
0.093333,0.15
0.105105,0.15075
0.098671,0.1515
0.107706,0.15225
0.105515,0.153
0.12947,0.15375
0.104283,0.1545
0.086488,0.15525
0.102367,0.156
0.100724,0.15675
0.097302,0.1575
0.094701,0.15825
0.100724,0.159
0.128375,0.15975
0.105926,0.1605
0.085941,0.16125
0.11277,0.162
0.1062,0.16275
0.10401,0.1635
0.108527,0.16425
0.115371,0.165
0.111949,0.16575
0.096207,0.1665
0.105789,0.16725
0.111265,0.168
0.104283,0.16875
0.100998,0.1695
0.096528,0.17025
0.102915,0.171
0.105105,0.17175
0.104968,0.1725
0.101409,0.17325
0.10223,0.174
0.101135,0.17475
0.106337,0.1755
0.11277,0.17625
0.100314,0.177
0.091279,0.17775
0.117698,0.1785
0.113181,0.17925
0.104694,0.18
0.093196,0.18075
0.109485,0.1815
0.109759,0.18225
0.106611,0.183
0.095523,0.18375
0.130976,0.1845
0.113181,0.18525
0.098671,0.186
0.09785,0.18675
0.099629,0.1875
0.112633,0.18825
0.082382,0.189
0.106884,0.18975
0.107706,0.1905
0.105379,0.19125
0.108253,0.192
0.11455,0.19275
0.101272,0.1935
0.101272,0.19425
0.109485,0.195
0.111128,0.19575
0.109485,0.1965
0.093059,0.19725
0.099813,0.198
0.117561,0.19875
0.091553,0.1995
0.08772,0.20025
0.10004,0.201
0.095797,0.20175
0.096344,0.2025
0.094975,0.20325
0.115782,0.204
0.096207,0.20475
0.085667,0.2055
0.100861,0.20625
0.107706,0.207
0.0895,0.20775
0.105926,0.2085
0.121257,0.20925
0.095249,0.21
0.111402,0.21075
0.080786,0.2115
0.100314,0.21225
0.118109,0.213
0.086488,0.21375
0.107706,0.2145
0.101546,0.21525
0.104831,0.216
0.084846,0.21675
0.114961,0.2175
0.104831,0.21825
0.082245,0.219
0.10442,0.21975
0.120025,0.2205
0.109622,0.22125
0.093333,0.222
0.095933,0.22275
0.10182,0.2235
0.122489,0.22425
0.100314,0.225
0.099629,0.22575
0.09566,0.2265
0.11058,0.22725
0.095249,0.228
0.106747,0.22875
0.103462,0.2295
0.111812,0.23025
0.105105,0.231
0.11058,0.23175
0.109485,0.2325
0.092922,0.23325
0.113592,0.234
0.11058,0.23475
0.085804,0.2355
0.080328,0.23625
0.109759,0.237
0.107842,0.23775
0.08553,0.2385
0.105652,0.23925
0.091142,0.24
0.09566,0.24075
0.094017,0.2415
0.098534,0.24225
0.100451,0.243
0.092785,0.24375
0.100314,0.2445
0.089363,0.24525
0.100314,0.246
0.095523,0.24675
0.098397,0.2475
0.097987,0.24825
0.113729,0.249
0.09566,0.24975
0.086762,0.2505
0.108801,0.25125
0.108116,0.252
0.106747,0.25275
0.106063,0.2535
0.110306,0.25425
0.092648,0.255
0.099766,0.25575
0.109348,0.2565
0.107979,0.25725
0.108253,0.258
0.09169,0.25875
0.102093,0.2595
0.091964,0.26025
0.115782,0.261
0.090732,0.26175
0.096755,0.2625
0.100451,0.26325
0.095112,0.264
0.082382,0.26475
0.106747,0.2655
0.08731,0.26625
0.094291,0.267
0.11236,0.26775
0.097439,0.2685
0.102778,0.26925
0.07718,0.27
0.115508,0.27075
0.116877,0.2715
0.084983,0.27225
0.10442,0.273
0.113865,0.27375
0.108527,0.2745
0.095523,0.27525
0.090732,0.276
0.106747,0.27675
0.092922,0.2775
0.088268,0.27825
0.109759,0.279
0.099356,0.27975
0.087036,0.2805
0.098808,0.28125
0.10223,0.282
0.108527,0.28275
0.094291,0.2835
0.082929,0.28425
0.110854,0.285
0.091827,0.28575
0.087631,0.2865
0.101409,0.28725
0.092785,0.288
0.093333,0.28875
0.090869,0.2895
0.106884,0.29025
0.097439,0.291
0.094565,0.29175
0.086351,0.2925
0.109896,0.29325
0.097713,0.294
0.081424,0.29475
0.08991,0.2955
0.107979,0.29625
