NMR signal (mV),time (s)
0.079507,0.0
0.070336,0.00075
0.05432,0.0015
0.052862,0.00225
0.03981,0.003
0.048023,0.00375
0.047886,0.0045
0.051856,0.00525
0.045833,0.006
0.059385,0.00675
0.056236,0.0075
0.039536,0.00825
0.061438,0.009
0.034335,0.00975
0.048023,0.0105
0.036388,0.01125
0.051445,0.012
0.050214,0.01275
0.044191,0.0135
0.055599,0.01425
0.04597,0.015
0.044054,0.01575
0.042137,0.0165
0.044327,0.01725
0.040495,0.018
0.035977,0.01875
0.044327,0.0195
0.040221,0.02025
0.042548,0.021
0.044601,0.02175
0.047065,0.0225
0.040905,0.02325
0.053773,0.024
0.03584,0.02475
0.03146,0.0255
0.037757,0.02625
0.03543,0.027
0.031049,0.02775
0.034793,0.0285
0.044191,0.02925
0.036799,0.03
0.037483,0.03075
0.051035,0.0315
0.053636,0.03225
0.040405,0.033
0.04159,0.03375
0.034061,0.0345
0.042548,0.03525
0.036799,0.036
0.045286,0.03675
0.03584,0.0375
0.037209,0.03825
0.036936,0.039
0.033103,0.03975
0.065545,0.0405
0.049255,0.04125
0.038715,0.042
0.038304,0.04275
0.040221,0.0435
0.04816,0.04425
0.035019,0.045
0.04159,0.04575
0.044191,0.0465
0.038168,0.04725
0.051993,0.048
0.036936,0.04875
0.055963,0.0495
0.043369,0.05025
0.054457,0.051
0.045012,0.05175
0.03543,0.0525
0.031186,0.05325
0.040495,0.054
0.03584,0.05475
0.041316,0.0555
0.064039,0.05625
0.045149,0.057
0.050761,0.05775
0.064313,0.0585
0.040084,0.05925
0.042,0.06
0.028996,0.06075
0.053088,0.0615
0.025711,0.06225
0.035977,0.063
0.035293,0.06375
0.061301,0.0645
0.04775,0.06525
0.03365,0.066
0.041179,0.06675
0.036114,0.0675
0.056373,0.06825
0.039673,0.069
0.040679,0.06975
0.042822,0.0705
0.059385,0.07125
0.060891,0.072
0.042,0.07275
0.050761,0.0735
0.037072,0.07425
0.050808,0.075
0.054731,0.07575
0.037757,0.0765
0.04159,0.07725
0.044738,0.078
0.0561,0.07875
0.040768,0.0795
0.032281,0.08025
0.043506,0.081
0.123037,0.08175
0.047065,0.0825
0.045012,0.08325
0.036662,0.084
0.045286,0.08475
0.062944,0.0855
0.042411,0.08625
0.041316,0.087
0.047476,0.08775
0.035156,0.0885
0.038441,0.08925
0.044054,0.09
0.04994,0.09075
0.056558,0.0915
0.045149,0.09225
0.036936,0.093
0.03981,0.09375
0.034882,0.0945
0.042822,0.09525
0.07499,0.096
0.046518,0.09675
0.037209,0.0975
0.041727,0.09825
0.047065,0.099
0.043643,0.09975
0.043232,0.1005
0.068146,0.10125
0.034472,0.102
0.056784,0.10275
0.041316,0.1035
0.040905,0.10425
0.037667,0.105
0.056921,0.10575
0.059385,0.1065
0.037346,0.10725
0.055552,0.108
0.107753,0.10875
0.041316,0.1095
0.037072,0.11025
0.044327,0.111
0.045286,0.11175
0.047202,0.1125
0.03146,0.11325
0.041316,0.114
0.060206,0.11475
0.03324,0.1155
0.03762,0.11625
0.043917,0.117
0.043917,0.11775
0.049255,0.1185
0.039263,0.11925
0.062533,0.12
0.043095,0.12075
0.066366,0.1215
0.0582,0.12225
0.066366,0.123
0.031323,0.12375
0.039126,0.1245
0.054457,0.12525
0.048297,0.126
0.033513,0.12675
0.028449,0.1275
0.042137,0.12825
0.062259,0.129
0.069925,0.12975
0.060069,0.1305
0.03543,0.13125
0.052541,0.132
0.039126,0.13275
0.051856,0.1335
0.046381,0.13425
0.050624,0.135
0.044875,0.13575
0.057653,0.1365
0.064039,0.13725
0.029407,0.138
0.042,0.13875
0.071889,0.1395
0.055141,0.14025
0.036662,0.141
0.064176,0.14175
0.036525,0.1425
0.066777,0.14325
0.049118,0.144
0.04775,0.14475
0.049803,0.1455
0.048023,0.14625
0.051993,0.147
0.042,0.14775
0.03584,0.1485
0.035567,0.14925
0.035156,0.15
0.044601,0.15075
0.044601,0.1515
0.041316,0.15225
0.047797,0.153
0.050761,0.15375
0.044512,0.1545
0.039673,0.15525
0.044054,0.156
0.042822,0.15675
0.041863,0.1575
0.030091,0.15825
0.026122,0.159
0.03753,0.15975
0.042685,0.1605
0.035019,0.16125
0.035977,0.162
0.031323,0.16275
0.041179,0.1635
0.045149,0.16425
0.041042,0.165
0.038441,0.16575
0.039263,0.1665
0.046381,0.16725
0.03762,0.168
0.03324,0.16875
0.034882,0.1695
0.051903,0.17025
0.036525,0.171
0.034609,0.17175
0.036114,0.1725
0.043964,0.17325
0.048434,0.174
0.045423,0.17475
0.030502,0.1755
0.041453,0.17625
0.063765,0.177
0.031186,0.17775
0.038578,0.1785
0.055552,0.17925
0.087083,0.18
0.045559,0.18075
0.033513,0.1815
0.036936,0.18225
0.03981,0.183
0.064176,0.18375
0.0728,0.1845
0.034335,0.18525
0.046791,0.186
0.041179,0.18675
0.036525,0.1875
0.032966,0.18825
0.0561,0.189
0.043917,0.18975
0.038441,0.1905
0.059111,0.19125
0.038989,0.192
0.039263,0.19275
0.035203,0.1935
0.051856,0.19425
0.032966,0.195
0.045559,0.19575
0.038715,0.1965
0.044464,0.19725
0.061849,0.198
0.036388,0.19875
0.046518,0.1995
0.046518,0.20025
0.062123,0.201
0.036114,0.20175
0.033561,0.2025
0.052404,0.20325
0.045012,0.204
0.03543,0.20475
0.061027,0.2055
0.069378,0.20625
0.036662,0.207
0.053362,0.20775
0.041042,0.2085
0.042274,0.20925
0.042685,0.21
0.095249,0.21075
0.051172,0.2115
0.041453,0.21225
0.052267,0.213
0.040221,0.21375
0.052814,0.2145
0.033787,0.21525
0.042548,0.216
0.057332,0.21675
0.038304,0.2175
0.048297,0.21825
0.035704,0.219
0.048434,0.21975
0.034745,0.2205
0.049255,0.22125
0.053909,0.222
0.048755,0.22275
0.038715,0.2235
0.037757,0.22425
0.042959,0.225
0.029954,0.22575
0.041637,0.2265
0.028722,0.22725
0.036388,0.228
0.045696,0.22875
0.035156,0.2295
0.040768,0.23025
0.046244,0.231
0.02708,0.23175
0.032145,0.2325
0.042137,0.23325
0.036936,0.234
0.052951,0.23475
0.035156,0.2355
0.040084,0.23625
0.03543,0.237
0.041179,0.23775
0.032008,0.2385
0.039263,0.23925
0.037209,0.24
0.039947,0.24075
0.051856,0.2415
0.04159,0.24225
0.034609,0.243
0.035019,0.24375
0.057468,0.2445
0.05163,0.24525
0.032281,0.246
0.0394,0.24675
0.034335,0.2475
0.055005,0.24825
0.037346,0.249
0.042685,0.24975
0.037757,0.2505
0.064634,0.25125
0.059021,0.252
0.038031,0.25275
0.038852,0.2535
0.035977,0.25425
0.047886,0.255
0.04159,0.25575
0.0394,0.2565
0.04159,0.25725
0.038989,0.258
0.048023,0.25875
0.040084,0.2595
0.039263,0.26025
0.038168,0.261
0.073942,0.26175
0.031597,0.2625
0.032692,0.26325
0.03762,0.264
0.033924,0.26475
0.050898,0.2655
0.040221,0.26625
0.036525,0.267
0.048023,0.26775
0.054183,0.2685
0.053225,0.26925
0.042685,0.27
0.039673,0.27075
0.039126,0.2715
0.052541,0.27225
0.041316,0.273
0.038031,0.27375
0.041863,0.2745
0.059111,0.27525
0.065682,0.276
0.04378,0.27675
0.035156,0.2775
0.047339,0.27825
0.066777,0.279
0.047613,0.27975
0.03324,0.2805
0.054868,0.28125
0.040221,0.282
0.058427,0.28275
0.043643,0.2835
0.046381,0.28425
0.034882,0.285
0.045423,0.28575
0.045833,0.2865
0.04775,0.28725
0.042548,0.288
0.030228,0.28875
0.056236,0.2895
0.035704,0.29025
0.03543,0.291
0.05204,0.29175
0.043232,0.2925
0.038031,0.29325
0.034882,0.294
0.035567,0.29475
0.063949,0.2955
0.063765,0.29625
0.034061,0.297
0.031049,0.29775
0.031734,0.2985
0.038578,0.29925
0.068693,0.3
0.038304,0.30075
0.038441,0.3015
0.044327,0.30225
0.051719,0.303
0.031734,0.30375
0.044464,0.3045
0.035751,0.30525
0.046244,0.306
0.060754,0.30675
0.029818,0.3075
0.033924,0.30825
0.042,0.309
0.0394,0.30975
0.037209,0.3105
0.043095,0.31125
0.035156,0.312
0.038489,0.31275
0.053499,0.3135
0.042184,0.31425
0.04775,0.315
0.079828,0.31575
0.029818,0.3165
0.031871,0.31725
0.041453,0.318
0.051993,0.31875
0.041042,0.3195
0.075537,0.32025
0.032145,0.321
0.047386,0.32175
0.04994,0.3225
0.043643,0.32325
0.066503,0.324
0.036662,0.32475
0.0587,0.3255
0.061164,0.32625
0.050898,0.327
0.040084,0.32775
0.038168,0.3285
0.059796,0.32925
0.044875,0.33
0.048571,0.33075
0.034335,0.3315
0.050487,0.33225
0.096118,0.333
0.061027,0.33375
0.065955,0.3345
0.044464,0.33525
0.041863,0.336
0.036525,0.33675
0.053362,0.3375
0.044054,0.33825
0.056647,0.339
0.04378,0.33975
0.040495,0.3405
0.048481,0.34125
0.03981,0.342
0.049529,0.34275
0.036525,0.3435
0.052951,0.34425
0.040221,0.345
0.055141,0.34575
0.054183,0.3465
0.054183,0.34725
0.058427,0.348
0.055552,0.34875
0.057468,0.3495
0.037483,0.35025
0.063491,0.351
0.037209,0.35175
0.036388,0.3525
0.036114,0.35325
0.056236,0.354
0.039126,0.35475
0.040495,0.3555
0.038304,0.35625
0.046381,0.357
0.041863,0.35775
0.047613,0.3585
0.036799,0.35925
0.028859,0.36
0.032692,0.36075
0.036662,0.3615
0.041453,0.36225
0.044327,0.363
0.039263,0.36375
0.032966,0.3645
0.040495,0.36525
0.039126,0.366
0.046107,0.36675
0.038715,0.3675
0.031734,0.36825
0.035751,0.369
0.031734,0.36975
0.039947,0.3705
0.051172,0.37125
0.043369,0.372
0.050077,0.37275
0.053088,0.3735
0.048845,0.37425
0.033103,0.375
0.041863,0.37575
0.046791,0.3765
0.028996,0.37725
0.051035,0.378
0.043095,0.37875
0.050898,0.3795
0.031734,0.38025
0.073621,0.381
0.045423,0.38175
0.042685,0.3825
0.049987,0.38325
0.071752,0.384
0.051856,0.38475
0.035977,0.3855
0.051309,0.38625
0.037072,0.387
0.033924,0.38775
0.0394,0.3885
0.043369,0.38925
0.047613,0.39
0.032966,0.39075
0.037757,0.3915
0.037757,0.39225
0.075401,0.393
0.036799,0.39375
0.049666,0.3945
0.046381,0.39525
0.036662,0.396
0.048571,0.39675
0.068693,0.3975
0.047886,0.39825
0.041179,0.399
0.053909,0.39975
0.049666,0.4005
0.079918,0.40125
0.060206,0.402
0.041316,0.40275
0.051719,0.4035
0.032418,0.40425
0.055826,0.405
0.048845,0.40575
0.047249,0.4065
0.048982,0.40725
0.046381,0.408
0.046518,0.40875
0.045833,0.4095
0.055689,0.41025
0.038852,0.411
0.074032,0.41175
0.035704,0.4125
0.037209,0.41325
0.044464,0.414
0.042685,0.41475
0.063491,0.4155
0.047202,0.41625
0.045833,0.417
0.054183,0.41775
0.047339,0.4185
0.038578,0.41925
0.042411,0.42
0.036388,0.42075
0.045286,0.4215
0.07061,0.42225
0.045423,0.423
0.052451,0.42375
0.046565,0.4245
0.030776,0.42525
0.035293,0.426
0.046791,0.42675
0.05035,0.4275
0.038304,0.42825
0.042274,0.429
0.041042,0.42975
0.04597,0.4305
0.04159,0.43125
0.038578,0.432
0.042137,0.43275
0.036572,0.4335
0.054641,0.43425
0.038852,0.435
0.039126,0.43575
0.037483,0.4365
0.037209,0.43725
0.054457,0.438
0.050398,0.43875
0.033924,0.4395
0.028449,0.44025
0.057742,0.441
0.061164,0.44175
0.062396,0.4425
0.040495,0.44325
0.035156,0.444
0.031918,0.44475
0.056373,0.4455
0.033924,0.44625
0.032692,0.447
0.039263,0.44775
0.045423,0.4485
0.058427,0.44925
0.03324,0.45
0.040905,0.45075
0.053773,0.4515
0.037072,0.45225
0.03543,0.453
0.055415,0.45375
0.040358,0.4545
0.043369,0.45525
0.050124,0.456
0.031186,0.45675
0.031871,0.4575
0.032692,0.45825
0.040905,0.459
0.042,0.45975
0.045286,0.4605
0.041179,0.46125
0.043232,0.462
0.060206,0.46275
0.029544,0.4635
0.055278,0.46425
0.042274,0.465
0.053272,0.46575
0.039947,0.4665
0.041453,0.46725
0.042548,0.468
0.040631,0.46875
0.050945,0.4695
0.042411,0.47025
0.044738,0.471
0.043095,0.47175
0.04378,0.4725
0.054183,0.47325
0.04597,0.474
0.04159,0.47475
0.036936,0.4755
0.053909,0.47625
0.050077,0.477
0.043232,0.47775
0.037072,0.4785
0.075722,0.47925
0.042274,0.48
0.042685,0.48075
0.037072,0.4815
0.050077,0.48225
0.044464,0.483
0.047613,0.48375
0.03981,0.4845
0.055689,0.48525
0.048708,0.486
0.048982,0.48675
0.040358,0.4875
0.038578,0.48825
0.046518,0.489
0.048982,0.48975
0.035019,0.4905
0.037072,0.49125
0.036525,0.492
0.05601,0.49275
0.054641,0.4935
0.031371,0.49425
0.048982,0.495
0.032418,0.49575
0.038168,0.4965
0.037346,0.49725
0.036525,0.498
0.036662,0.49875
0.046244,0.4995
0.061164,0.50025
0.035977,0.501
0.03365,0.50175
0.038304,0.5025
0.039263,0.50325
0.041316,0.504
0.051035,0.50475
0.053773,0.5055
0.040084,0.50625
0.061712,0.507
0.044738,0.50775
0.03146,0.5085
0.069241,0.50925
0.035019,0.51
0.053499,0.51075
0.044327,0.5115
0.06486,0.51225
0.029407,0.513
0.04775,0.51375
0.056236,0.5145
0.040905,0.51525
0.05432,0.516
0.057332,0.51675
0.062944,0.5175
0.031871,0.51825
0.057058,0.519
0.056831,0.51975
0.083477,0.5205
0.051309,0.52125
0.037894,0.522
0.063628,0.52275
0.041727,0.5235
0.040768,0.52425
0.033924,0.525
0.060117,0.52575
0.032692,0.5265
0.036799,0.52725
0.071705,0.528
0.038989,0.52875
0.05035,0.5295
0.048845,0.53025
0.065545,0.531
0.038578,0.53175
0.046928,0.5325
0.050214,0.53325
0.056968,0.534
0.045286,0.53475
0.036114,0.5355
0.048708,0.53625
0.044738,0.537
0.050761,0.53775
0.039536,0.5385
0.048708,0.53925
0.048571,0.54
0.038168,0.54075
0.047886,0.5415
0.036799,0.54225
0.050761,0.543
0.038168,0.54375
0.04597,0.5445
0.066366,0.54525
0.037209,0.546
0.060069,0.54675
0.038715,0.5475
0.062123,0.54825
0.039947,0.549
0.039536,0.54975
0.056784,0.5505
0.074305,0.55125
0.03762,0.552
0.038762,0.55275
0.033924,0.5535
0.038168,0.55425
0.035019,0.555
0.03584,0.55575
0.041316,0.5565
0.039263,0.55725
0.040495,0.558
0.033834,0.55875
0.043232,0.5595
0.037483,0.56025
0.044875,0.561
0.041863,0.56175
0.036662,0.5625
0.041316,0.56325
0.03981,0.564
0.035293,0.56475
0.0394,0.5655
0.043369,0.56625
0.048708,0.567
0.041363,0.56775
0.040358,0.5685
0.036251,0.56925
0.035977,0.57
0.104831,0.57075
0.055736,0.5715
0.054594,0.57225
0.048982,0.573
0.033924,0.57375
0.043095,0.5745
0.040358,0.57525
0.05382,0.576
0.062533,0.57675
0.073942,0.5775
0.061712,0.57825
0.035066,0.579
0.040221,0.57975
0.040905,0.5805
0.062807,0.58125
0.0561,0.582
0.034745,0.58275
0.056921,0.5835
0.046518,0.58425
0.042548,0.585
0.050624,0.58575
0.044375,0.5865
0.044875,0.58725
0.042274,0.588
0.061849,0.58875
0.04378,0.5895
0.049029,0.59025
0.046654,0.591
0.059111,0.59175
0.028038,0.5925
0.043232,0.59325
0.060343,0.594
0.041179,0.59475
0.051493,0.5955
0.035977,0.59625
0.055826,0.597
0.035704,0.59775
0.03584,0.5985
0.040221,0.59925
0.039947,0.6
0.056373,0.60075
0.067598,0.6015
0.035704,0.60225
0.044191,0.603
0.053362,0.60375
0.035704,0.6045
0.054594,0.60525
0.061712,0.606
0.048845,0.60675
0.048434,0.6075
0.047613,0.60825
0.059932,0.609
0.037209,0.60975
0.041042,0.6105
0.054046,0.61125
0.051035,0.612
0.04328,0.61275
0.090779,0.6135
0.060617,0.61425
0.043643,0.615
0.060069,0.61575
0.046244,0.6165
0.043232,0.61725
0.036388,0.618
0.035156,0.61875
0.040358,0.6195
0.038852,0.62025
0.042411,0.621
0.031186,0.62175
0.034198,0.6225
0.042822,0.62325
0.039126,0.624
0.035019,0.62475
0.040905,0.6255
0.038168,0.62625
0.035293,0.627
0.042137,0.62775
0.080602,0.6285
0.036572,0.62925
0.041863,0.63
0.037072,0.63075
0.036114,0.6315
0.041727,0.63225
0.035156,0.633
0.036025,0.63375
0.042548,0.6345
0.038715,0.63525
0.041863,0.636
0.04775,0.63675
0.037072,0.6375
0.038578,0.63825
0.063355,0.639
0.042274,0.63975
0.036388,0.6405
0.037894,0.64125
0.144802,0.642
0.054183,0.64275
0.034882,0.6435
0.040905,0.64425
0.033924,0.645
0.041727,0.64575
0.047476,0.6465
0.038168,0.64725
0.040221,0.648
0.03543,0.64875
0.051582,0.6495
0.0394,0.65025
0.032692,0.651
0.040905,0.65175
0.054046,0.6525
0.080876,0.65325
0.038304,0.654
0.036114,0.65475
0.035019,0.6555
0.048982,0.65625
0.046839,0.657
0.045012,0.65775
0.045559,0.6585
