[1.95476473]
[1.76842006]
[1.904515]
[1.86005953]
[1.96588597]
[1.84493229]
[1.89874835]
[1.8055435]
[1.87921271]
[1.91289743]
[1.84622108]
[1.72036952]
[1.97869043]
[1.89699334]
[1.74448663]
[1.76912873]
[2.11953099]
[1.76998211]
[1.8111533]
[1.80801467]
[1.77428969]
[1.9401906]
[1.9907396]
[1.87710707]
[2.01191966]
[1.76870799]
[1.85061566]
[1.79899388]
[2.02163581]
[1.61009251]
[1.80935478]
[1.87457776]
[1.98327885]
[1.87640066]
[1.74103685]
[2.06921124]
[1.65266537]
[1.73085022]
[1.73878098]
[1.99549311]
[2.09296929]
[1.78531141]
[1.9247737]
[1.73812689]
[1.85316493]
[2.03596451]
[2.02207236]
[2.03716982]
[2.2374241]
[1.89622271]
[2.04302659]
[2.02478034]
[2.01965087]
[2.07512291]
[2.13117394]
[2.09341374]
[1.84135912]
[2.08700858]
[2.20889126]
[2.15315528]
[2.08514087]
[2.05512557]
[2.05835902]
[2.00664189]
[2.03266026]
[2.23089065]
[1.87387933]
[1.98330614]
[1.91619367]
[2.09405209]
[2.10265498]
[2.04542823]
[2.20153455]
[2.18958606]
[2.02822073]
[2.30219123]
[2.12951166]
[1.90585173]
[2.13292149]
[2.10729952]
[2.05817647]
[1.9847185]
[2.17052658]
[2.13127572]
[2.05488721]
[2.07744834]
[1.88536915]
[1.99269163]
[2.08612639]
[1.73591631]
[1.99997256]
[1.96090572]
[1.88047789]
[1.96569542]
[1.78404415]
[1.83600568]
[1.97427833]
[1.96406916]
[2.11780566]
[1.84870095]
[1.75130087]
[1.91565972]
[1.86965413]
[1.93158579]
[1.70563021]
[1.74457154]
[1.74001859]
[1.80063927]
[1.86754431]
[1.83243078]
[1.64422346]
[1.78878573]
[1.5738275]
[1.64311352]
[1.66901445]
[1.60826597]
[1.65414364]
[1.48945836]
[1.56219004]
[1.53952188]
[1.63352106]
[1.61643787]
[1.47541932]
[1.48324377]
[1.4406184]
[1.75890035]
[1.93823471]
[1.59593311]
[1.80680765]
[1.77915065]
[1.92203331]
[1.68404551]
[1.71164554]
[1.80963009]
[1.7923753]
[1.67923716]
[1.59038842]
[1.80771582]
[1.63780167]
[1.71956838]
[1.60095846]
[1.50791023]
[1.6222058]
[1.7616985]
[1.49663749]
[1.51481404]
[1.5798422]
[1.60700787]
[1.47752404]
[1.70158019]
[1.5875445]
[1.73101105]
[1.90204296]
[1.76263116]
[2.03713162]
[2.34347131]
[2.09503045]
[2.03738065]
[2.21673444]
[2.19595288]
[1.9981949]
[2.19167443]
[2.12681282]
[2.16300808]
[2.26915223]
[2.19014973]
[2.10282739]
[2.10566289]
[2.14948644]
[2.14186369]
[2.0067335]
[2.07689581]
[2.08408917]
[2.11063932]
[2.03918968]
[2.13945532]
[2.22756301]
[2.27741855]
[2.03349788]
[1.97298727]
[2.0732644]
[2.15661495]
[2.13572482]
[2.11904543]
[2.24609435]
[2.09996916]
[2.07027567]
[2.02116436]
[1.76405341]
[1.80961407]
[1.76717684]
[1.90766558]
[1.66726823]
[1.69066798]
[1.84240194]
[1.77819245]
[1.74737178]
[1.71643563]
[1.69068951]
[1.81975043]
[1.90162455]
[2.05028736]
[1.9513441]
[1.92610232]
[2.03143585]
[2.05107044]
[2.11887314]
[1.940078]
[1.82490238]
[1.9661448]
[1.91792037]
[1.98022333]
[2.19944911]
[2.2093702]
[2.07627871]
[1.94783703]
[2.12508405]
[2.17562176]
[2.10075283]
[2.15195398]
[2.09822797]
[2.2406576]
[2.21646599]
[1.99166461]
[2.01034707]
[2.08322476]
[2.06321574]
[1.99933281]
[1.95454353]
[2.08916259]
[2.13111964]
[1.96713333]
[1.94170839]
[2.06775015]
[2.22538807]
[2.00804739]
[2.07588017]
[2.05993242]
[1.93895723]
[2.05067247]
[2.04209884]
[2.05919876]
[2.09133974]
[1.8816337]
[2.13833276]
[1.97696702]
[2.10402259]
[1.96844246]
[1.97038107]
[2.11438016]
[1.9244769]
[2.03407606]
[1.97239503]
[1.86573765]
[1.84938786]
[2.12508471]
[2.00794972]
[1.98950349]
[2.15913773]
[1.92453398]
[1.90651121]
[1.95037804]
[2.1583496]
[1.98525805]
[2.05666248]
[2.13870129]
[1.93816992]
[1.85301146]
[1.94685807]
[1.99094383]
[1.97514288]
[1.89964024]
[2.03448399]
[1.80242147]
[1.80030803]
[2.04138604]
[1.99536078]
[1.96984784]
[1.98035632]
[2.02464107]
[1.97664102]
[1.96973453]
[2.03911291]
[1.8829425]
[2.04495682]
[1.92556842]
[1.97559424]
[1.95831692]
[1.84337964]
[2.0109339]
[2.06952811]
[2.07412418]
[2.26004741]
[1.93511849]
[1.97566974]
[2.00243704]
[1.98083736]
[2.0350293]
[1.97110644]
[1.97852764]
[1.86539893]
[2.06251532]
[2.00272463]
[2.02708968]
[2.03749018]
[1.93737464]
[1.87655042]
[1.9855961]
[1.85065996]
[2.00691223]
[2.01135382]
[1.82685418]
[1.90249261]
[1.84704246]
[2.16682046]
[1.8259412]
[1.88262052]
[1.91962036]
[1.9091163]
[1.96804392]
[1.75170196]
[1.9241318]
[1.80079917]
[2.08270847]
[2.00650057]
[1.80426824]
[1.83960859]
[1.91053516]
[1.88847302]
[1.88168131]
[2.04986828]
[1.95205184]
[1.94074889]
[1.88672293]
[1.88206341]
[1.7994865]
[1.7614274]
[1.81021654]
[1.90586829]
[1.80672596]
[1.83770888]
[1.7162133]
[2.01364303]
[1.76977287]
[1.89997619]
[1.87167852]
[1.92199454]
[1.83080339]
[2.06858009]
[1.91413368]
[1.93982643]
[1.80857783]
[1.70983408]
[1.84932648]
[1.75648877]
[1.87703455]
[1.86737576]
[1.88034678]
[1.84919378]
[1.87497378]
[1.68792286]
[2.02843591]
[1.88304289]
[1.9267634]
[1.9158973]
[1.9006327]
[1.91637893]
[1.84856059]
[2.11132193]
[2.09817827]
[2.17525492]
[1.99594403]
[1.93689]
[2.12183151]
[2.03576561]
[2.19461422]
[2.14543033]
[2.12733102]
[2.16695369]
[2.13076641]
[2.10695747]
[1.91493633]
[2.23660534]
[1.96017062]
[1.98976436]
[2.12891954]
[2.07734546]
[2.02687489]
[2.02766626]
[1.95580448]
[2.16549465]
[2.03700561]
[2.13990885]
[2.10973735]
[2.11994301]
[2.01837556]
[2.10261652]
[2.00385952]
[1.92931148]
[2.2456065]
[2.13420576]
[2.20860272]
[2.18405865]
[2.18858024]
[2.05779956]
[2.10620041]
[2.17733125]
[2.10916659]
[2.34221392]
[2.20235704]
[1.92057341]
[1.82143802]
[1.93996534]
[1.99206167]
[2.06989312]
[2.09888079]
[2.22003246]
[2.10253088]
[2.0249306]
[2.05250515]
[2.20245785]
[2.03822392]
[2.12106047]
[2.00603817]
[2.08738121]
[2.10904637]
[2.14713375]
[2.1236492]
