[1.95476473]
[2.01413234]
[2.07446486]
[2.20388165]
[2.00119162]
[2.3667157]
[2.04305504]
[2.00777946]
[2.04908249]
[2.19739199]
[2.14876441]
[2.14646685]
[2.09752431]
[2.06273729]
[1.99207934]
[2.1152621]
[2.03883697]
[2.08567609]
[2.17874002]
[1.93519169]
[2.03728597]
[2.13909996]
[2.09412494]
[2.28059026]
[1.79860304]
[2.00027328]
[1.98924789]
[1.89166538]
[2.20837483]
[1.96090356]
[2.00081839]
[1.99891209]
[1.93392055]
[1.9543157]
[2.04544385]
[2.03948815]
[2.1619953]
[2.03823138]
[1.98077302]
[2.0157005]
[2.19783938]
[2.16057485]
[1.9712676]
[2.32808041]
[2.10143538]
[2.13352641]
[2.14464623]
[2.2657382]
[1.94405653]
[2.04591621]
[2.0747517]
[1.82137377]
[2.08372922]
[1.78284122]
[2.11124877]
[1.9583285]
[1.97861507]
[1.84121315]
[1.92727775]
[1.80148751]
[2.01696255]
[2.09673809]
[2.10994602]
[1.87520262]
[1.99196118]
[2.44041842]
[2.14294274]
[2.03063415]
[1.89490653]
[2.06783635]
[1.89844885]
[1.90541389]
[1.91249145]
[1.96261141]
[2.01206681]
[1.96950675]
[2.11048857]
[1.84044981]
[2.13624114]
[1.95680438]
[1.97387832]
[2.17289609]
[2.11363002]
[1.95404056]
[1.94053064]
[2.09464146]
[2.09453556]
[1.9685608]
[1.9798106]
[1.84084636]
[2.20745635]
[2.19577291]
[1.56658536]
[1.93651723]
[1.88383293]
[2.01846794]
[2.18578578]
[1.95634232]
[1.98058263]
[1.96817775]
[1.93846344]
[2.1688743]
[2.17368726]
[2.1719805]
[2.16319556]
[1.93546547]
[1.97093012]
[2.36106355]
[2.19411799]
[2.25444155]
[1.89008755]
[2.13288838]
[2.1297036]
[2.25633937]
[2.05100283]
[2.13473121]
[2.04202846]
[1.8896466]
[2.02338588]
[2.32040591]
[1.98324397]
[2.05730972]
[2.00020784]
[1.97816222]
[1.90774784]
[2.2158937]
[1.94776746]
[1.9231864]
[2.353448]
[2.03093089]
[1.9860949]
[2.2325028]
[1.97245306]
[1.93289035]
[1.81694242]
[1.87966394]
[1.97505614]
[1.9242608]
[2.0616743]
[1.94044708]
[1.9649334]
[2.0106344]
[1.92171769]
[2.14307532]
[1.94740433]
[1.88996485]
[2.01014676]
[2.00606206]
[2.02437548]
[1.89825334]
[2.00169816]
[1.85847227]
[1.92040112]
[1.9228457]
[1.90384436]
[1.90351739]
[1.99377099]
[2.0430437]
[1.82397872]
[1.88359554]
[1.93358614]
[1.89834842]
[1.878337]
[1.89960307]
[1.95682499]
[1.97338759]
[1.75233294]
[1.92260581]
[1.89475714]
[1.89902414]
[1.94708087]
[1.98496654]
[1.8462209]
[1.9482404]
[1.71525384]
[2.07500678]
[1.88127216]
[1.75888397]
[1.83186951]
[1.99784458]
[1.86109331]
[1.77699519]
[1.8954976]
[1.80782996]
[2.03033059]
[1.93302405]
[1.8637796]
[1.76557142]
[1.84471746]
[1.79495326]
[1.81331418]
[1.80795695]
[1.80448309]
[2.15054664]
[2.03266129]
[1.89623992]
[2.17810536]
[1.78679056]
[1.89037767]
[1.96510448]
[2.10212175]
[1.91246648]
[1.79886495]
[1.70811504]
[1.95648072]
[1.85966609]
[1.78538024]
[2.08234933]
[1.87931784]
[1.89315504]
[2.0017339]
[1.93226412]
[1.99434676]
[1.97613797]
[1.88005374]
[1.90231466]
[1.97093451]
[2.13758897]
[1.86658211]
[1.99249173]
[1.94519875]
[1.73419751]
[1.94327094]
[1.99211562]
[2.15020127]
[1.93014893]
[1.93747927]
[1.92892892]
[1.90616246]
[2.0337283]
[1.95715627]
[1.81659839]
[1.79528114]
[1.96248271]
[1.9933931]
[2.21498145]
[1.92120125]
[2.07593591]
[1.89070712]
[2.0746332]
[1.86410592]
[2.03851924]
[1.97018722]
[1.94813047]
[2.05502508]
[1.74695434]
[2.07593561]
[1.89497062]
[1.866991]
[1.972395]
[1.91303313]
[1.97763693]
[1.94082384]
[1.67957032]
[1.72814061]
[1.876633]
[1.57542111]
[1.65730458]
[1.84121161]
[1.94542717]
[1.67516002]
[1.74872784]
[1.64991456]
[2.19777282]
[1.84521679]
[1.99767208]
[2.01539007]
[1.99577633]
[1.95787516]
[2.0625111]
[1.949242]
[2.03409282]
[1.929942]
[1.95447605]
[1.92698038]
[2.08019809]
[1.94388815]
[1.80784886]
[1.85929184]
[1.88374975]
[1.65079611]
[1.82731803]
[1.73619642]
[1.75111379]
[1.87041141]
[1.85057228]
[1.74911858]
[2.09161152]
[2.06119468]
[1.96342574]
[2.23178262]
[2.0295798]
[1.78833692]
[1.8922826]
[2.0533145]
[2.08991039]
[1.91586929]
[2.19828213]
[2.21193996]
[1.88465452]
[2.19118894]
[1.98465178]
[2.0508794]
[1.88082698]
[1.93969514]
[2.38030931]
[1.66807985]
[2.06574042]
[1.82942962]
[1.81282617]
[1.97937425]
[2.001496]
[2.0302478]
[2.23587577]
[1.89857392]
[1.93586762]
[2.006743]
[1.87705861]
[1.77419316]
[1.89242347]
[1.72831295]
[1.70293574]
[1.84000922]
[2.13938262]
[2.07751032]
[1.85513859]
[1.86160911]
[1.73615781]
[1.73957044]
[1.73497419]
[1.84906968]
[1.81018484]
[2.03974863]
[2.05652042]
[1.72351169]
[1.91620553]
[1.95372567]
[1.7724553]
[1.79749217]
[1.94196328]
[1.79541182]
[1.93765084]
[2.06762361]
[2.00674394]
[1.84000869]
[2.03027206]
[1.8615175]
[1.84063811]
[1.95528263]
[1.83856397]
[1.88206353]
[1.74479238]
[1.74196162]
[1.81872505]
[1.80311592]
[1.96367648]
[1.82428719]
[1.83678966]
[1.89326693]
[1.97523152]
[1.79288144]
[1.87999438]
[1.79989276]
[1.97556008]
[1.85979031]
[1.87817456]
[1.81619785]
[1.824504]
[1.76506289]
[1.81959386]
[2.10633456]
[1.75855483]
[1.86994771]
[1.69213681]
[1.73438317]
[1.94791591]
[1.90552852]
[2.02760441]
[1.86965387]
[1.86933577]
[1.98993423]
[1.6575814]
[1.99492307]
[1.84833001]
[1.97456723]
[1.62508863]
[1.88327887]
[1.91494501]
[2.038224]
[1.81589357]
[1.95436658]
[1.95791191]
[1.94511773]
[2.06647829]
[1.95421665]
[1.79522216]
[2.01272821]
[1.89935261]
[1.8151366]
[1.74768335]
[1.83270903]
[1.83081103]
[1.9435933]
[1.96082716]
[1.75842086]
[1.84555792]
[1.89851433]
[2.15498618]
[1.91296654]
[2.04552736]
[1.92365735]
[2.02271217]
[1.80570466]
[1.99185783]
[2.06954242]
[1.9382059]
[1.88294265]
[2.01006939]
[1.9069869]
[1.99354285]
[2.00671971]
[1.81977244]
[1.82740182]
[2.02782246]
[2.0636241]
[1.97631557]
[1.95375879]
[1.9960165]
[1.75723759]
[1.97692503]
[2.0095359]
[1.90849846]
[2.03036811]
[1.85187607]
[1.95055863]
[2.05214077]
[1.84315775]
[2.1062107]
[2.04183794]
[1.9855196]
[2.1267587]
[2.14881306]
[1.80023087]
[2.09695774]
[2.01350264]
[1.55748211]
[1.97855015]
[2.06400935]
[1.82622755]
[2.04016614]
[1.96612927]
[1.66027653]
[1.63578817]
[1.9104219]
[1.99099701]
[1.80305507]
[1.96501504]
[1.91978217]
[1.98203464]
[1.94857223]
[1.65148722]
[1.98393798]
[1.96538948]
[1.91643087]
[1.91644589]
[1.94699756]
[2.05640352]
[1.97442777]
[1.98164013]
[1.92200774]
[1.7791641]
[1.86736628]
[1.91417261]
[1.77905844]
[1.87184134]
[1.73929488]
[1.88164586]
[1.87637462]
[1.9865813]
[1.80547244]
[1.81731291]
[2.00334179]
[1.7421319]
[1.78772477]
[1.85299374]
[1.90842729]
[1.78028289]
[2.14671849]
[2.04903291]
[1.78927862]
[1.93965905]
[1.86521785]
[1.38837427]
[1.54265747]
[1.84138688]
[1.44738654]
[1.58799875]
[1.52163451]
[1.71397593]
[1.51918097]
[2.18220926]
[1.88584242]
[1.86051167]
[2.11409172]
[1.78233448]
[2.05096538]
[1.90436346]
[1.89078333]
[1.91178309]
[2.00867202]
[1.71839403]
[1.77088986]
[1.70061016]
[1.67409872]
[1.83730628]
[1.62313013]
[1.76251157]
[1.52147924]
[1.49458305]
[1.77647311]
[1.69332036]
[1.80273804]
[1.85747169]
[1.54963894]
[1.75295082]
[1.77037615]
[1.49279918]
[1.80622732]
[1.53432945]
[1.43915285]
[1.46543859]
[1.311842]
[1.64741001]
[1.67294526]
[1.79175466]
[1.65438261]
[1.60033019]
[1.75022969]
[1.59877907]
[1.75058229]
[1.67480319]
[1.66792277]
[1.58557333]
[1.72734406]
[1.70642361]
[1.56891049]
[1.81009179]
[1.85836864]
[1.68284764]
[1.76903368]
[2.022145]
[1.73119404]
[1.74061918]
[1.73060502]
[1.74493908]
[1.91358149]
[1.62341107]
[1.72861115]
[1.77581438]
[1.68041242]
[1.65095105]
[1.67271731]
[1.84056152]
[1.91707778]
[1.62163894]
[1.55275707]
[1.85376701]
[1.78684927]
[1.54852362]
[1.98074072]
[1.67747058]
[1.66679636]
[1.6932145]
[1.55539904]
[1.75464405]
[1.50565386]
[1.29638858]
[1.36157547]
[1.30627066]
[1.82546423]
[2.15507066]
[1.59626541]
[1.60574186]
[2.03529533]
[1.8158245]
[1.72444446]
[1.80278484]
[1.64764542]
[1.64645909]
[1.46027149]
[1.64572326]
[1.48399144]
[1.55384639]
[1.54042809]
[1.41087553]
[1.50767865]
[1.77023278]
[1.57796111]
[1.85059429]
[1.78391217]
[1.64117395]
[1.91452684]
[1.97200974]
[1.28132739]
[1.4467535]
[1.36877471]
[1.73045799]
[1.49405765]
[1.63427762]
[1.34498429]
[2.0394468]
[2.06243246]
[1.82402032]
[2.19087476]
[2.1030823]
[2.18345407]
[2.09416008]
[2.09667862]
[2.11732109]
[2.0068812]
[1.42056763]
[1.3740641]
[1.28015328]
[1.86491917]
[1.68344303]
[1.66165034]
[2.06479698]
[1.86476104]
[2.11785682]
[2.30949901]
[1.85591185]
[1.92358224]
[1.9735704]
[1.86211899]
[1.87020679]
[1.86617524]
[1.80885555]
[2.06132104]
[2.14754746]
[2.15316347]
[2.14555196]
[1.76382874]
[1.37362269]
[1.39568803]
[1.47761819]
[1.67827031]
[2.47935583]
[1.78046638]
[1.94041708]
